Id,Label,indegree,outdegree,Degree,closnesscentrality,betweenesscentrality,componentnumber,strongcompnum,modularity_class,stat_inf_class,clustering,eigencentrality
Refresh Rate,Refresh Rate,3,0,3,0,0,0,5342,6,25,0.833333,0.106226
Timeline Of The Covid-19 Pandemic In England (2022),Timeline Of The Covid-19 Pandemic In England (2022),2,0,2,0,0,0,2882,3,23,1,0.02008
Mega Man 7,Mega Man 7,2,0,2,0,0,0,6936,4,24,0.5,0.018851
Crossy Road,Crossy Road,2,0,2,0,0,0,6123,4,24,0,0.01115
Tabletop Role-Playing Game,Tabletop Role-Playing Game,2,0,2,0,0,0,5175,6,26,0,0.01843
Statistics Of The Covid-19 Pandemic In Chile,Statistics Of The Covid-19 Pandemic In Chile,2,0,2,0,0,0,2942,3,23,1,0.02008
Plaion,Plaion,2,0,2,0,0,0,2705,6,16,0.5,0.00583
Jungle Hunt,Jungle Hunt,3,0,3,0,0,0,5947,7,18,0,0.023124
Informit (Publisher),Informit (Publisher),2,0,2,0,0,0,5774,6,25,1,0.053365
Iso 4217,Iso 4217,7,0,7,0,0,0,312,8,17,0.619048,0.151682
C64 Direct-To-Tv,C64 Direct-To-Tv,5,0,5,0,0,0,5446,6,7,0.65,0.10088
United States,United States,28,0,28,0,0,0,222,7,26,0.07672,0.269577
Responses To The Covid-19 Pandemic In August 2021,Responses To The Covid-19 Pandemic In August 2021,2,0,2,0,0,0,3032,3,23,1,0.02008
X-Play,X-Play,2,0,2,0,0,0,5461,4,27,0,0.007952
Covid-19 Pandemic In Burundi,Covid-19 Pandemic In Burundi,2,0,2,0,0,0,3900,3,23,1,0.02008
Oscilloscope,Oscilloscope,2,0,2,0,0,0,5368,6,25,1,0.053365
Namcot Collection,Namcot Collection,2,0,2,0,0,0,6852,4,24,0.5,0.017242
Gamepro,Gamepro,18,0,18,0,0,0,190,4,24,0.228758,0.292581
Face Masks During The Covid-19 Pandemic In The United States,Face Masks During The Covid-19 Pandemic In The United States,2,0,2,0,0,0,3309,3,23,1,0.02008
Biochimica Et Biophysica Acta,Biochimica Et Biophysica Acta,2,0,2,0,0,0,9249,4,12,1,0.046085
Video Game Remake,Video Game Remake,15,128,143,0.346461,31895.954196,0,9252,4,16,0.027981,0.166116
The Big House (Tournament),The Big House (Tournament),3,0,3,0,0,0,4918,5,27,1,0.014194
Freeware,Freeware,6,0,6,0,0,0,2536,7,14,0.133333,0.081251
Brown V. Entertainment Merchants Association,Brown V. Entertainment Merchants Association,2,0,2,0,0,0,6315,6,25,1,0.053365
Conservation And Restoration Of Lighthouses,Conservation And Restoration Of Lighthouses,2,0,2,0,0,0,6785,8,8,1,0.009398
Zero-Player Game,Zero-Player Game,2,0,2,0,0,0,441,6,25,1,0.053365
Software Cracking,Software Cracking,6,0,6,0,0,0,1024,1,31,0.2,0.041473
Government Of Canada,Government Of Canada,2,0,2,0,0,0,397,0,23,0,0.021201
Loot Box,Loot Box,3,0,3,0,0,0,2701,6,0,0.833333,0.059803
Covid-19 Vaccination In Indonesia,Covid-19 Vaccination In Indonesia,2,0,2,0,0,0,3461,3,23,1,0.02008
Timeline Of The Covid-19 Pandemic In The United Kingdom (July–December 2021),Timeline Of The Covid-19 Pandemic In The United Kingdom (July–December 2021),2,0,2,0,0,0,2794,3,23,1,0.02008
Sega Cd,Sega Cd,8,0,8,0,0,0,1306,6,20,0.375,0.159482
Ohio Statehouse,Ohio Statehouse,2,0,2,0,0,0,3082,3,23,1,0.02008
Condé Nast Publications,Condé Nast Publications,2,0,2,0,0,0,2671,2,26,0,0.008397
Preservation (Library And Archive),Preservation (Library And Archive),2,0,2,0,0,0,6671,8,8,1,0.009398
Sub-Saharan Africa,Sub-Saharan Africa,4,0,4,0,0,0,1599,0,17,0.083333,0.035565
Visualaudio,Visualaudio,2,0,2,0,0,0,6649,8,8,1,0.009398
Kinda Funny,Kinda Funny,4,0,4,0,0,0,172,4,12,0.75,0.09213
Bamlanivimab,Bamlanivimab,2,0,2,0,0,0,4036,3,23,1,0.02008
Ryan Hart,Ryan Hart,2,0,2,0,0,0,5556,5,27,1,0.010193
Cloud Computing,Cloud Computing,6,0,6,0,0,0,6263,7,15,0.233333,0.122884
Covid-19 Pandemic On Grand Princess,Covid-19 Pandemic On Grand Princess,2,0,2,0,0,0,3513,3,23,1,0.02008
Nvidia Shield Tv,Nvidia Shield Tv,2,0,2,0,0,0,5821,6,25,1,0.076398
Guitar Player,Guitar Player,2,0,2,0,0,0,2528,4,12,0,0.029016
Covid-19 Vaccination In India,Covid-19 Vaccination In India,2,0,2,0,0,0,3462,3,23,1,0.02008
Coleco Telstar Arcade,Coleco Telstar Arcade,6,0,6,0,0,0,5919,6,18,0.766667,0.152593
Capcom U.S.A. Inc. V. Data East Corp.,Capcom U.S.A. Inc. V. Data East Corp.,3,0,3,0,0,0,6373,5,27,0.333333,0.021955
Conservation And Restoration Of Vinyl Discs,Conservation And Restoration Of Vinyl Discs,2,0,2,0,0,0,6758,8,8,1,0.009398
Gift Economy,Gift Economy,4,0,4,0,0,0,986,1,31,0.333333,0.028348
Covid-19 Pandemic In Thailand,Covid-19 Pandemic In Thailand,2,0,2,0,0,0,3613,3,23,1,0.02008
Video Game Museum,Video Game Museum,2,0,2,0,0,0,4871,6,4,0,0.013396
Epic Games,Epic Games,4,0,4,0,0,0,4142,6,5,0.166667,0.050455
Shoot 'Em Up,Shoot 'Em Up,11,0,11,0,0,0,2689,6,16,0.363636,0.148631
Protests Over Covid-19 Policies In Italy,Protests Over Covid-19 Policies In Italy,2,0,2,0,0,0,3051,3,23,1,0.02008
Bandai Namco Entertainment,Bandai Namco Entertainment,8,0,8,0,0,0,5687,6,24,0.160714,0.075757
C (Programming Language),C (Programming Language),14,0,14,0,0,0,6441,7,3,0.065934,0.146643
Fitness Game,Fitness Game,7,0,7,0,0,0,5259,6,11,0.642857,0.125385
Metal Gear Solid (1998 Video Game),Metal Gear Solid (1998 Video Game),3,0,3,0,0,0,4602,4,18,0.166667,0.045925
Newspaper,Newspaper,2,0,2,0,0,0,6513,2,31,0,0.006312
Famitsu Dc,Famitsu Dc,4,0,4,0,0,0,6038,5,21,0.166667,0.047854
Electronic Game,Electronic Game,5,0,5,0,0,0,4977,6,11,0.6,0.129577
Call Of Duty Championship,Call Of Duty Championship,3,0,3,0,0,0,5679,5,27,1,0.014194
Serial Port,Serial Port,11,0,11,0,0,0,1268,7,38,0.209091,0.10013
N-Joypad,N-Joypad,2,0,2,0,0,0,5874,6,18,1,0.019951
Interactive Film,Interactive Film,8,0,8,0,0,0,5227,6,16,0.517857,0.128046
Public Knowledge,Public Knowledge,5,0,5,0,0,0,884,1,31,0.65,0.074989
Nintendo World,Nintendo World,2,0,2,0,0,0,4301,5,27,0.5,0.011805
Leaptv,Leaptv,2,0,2,0,0,0,6405,5,14,1,0.056244
Covid-19 Vaccination In The United States,Covid-19 Vaccination In The United States,2,0,2,0,0,0,3421,3,23,1,0.02008
Online Game,Online Game,7,0,7,0,0,0,4587,5,9,0.452381,0.158098
Timeline Of The Covid-19 Pandemic In December 2020,Timeline Of The Covid-19 Pandemic In December 2020,2,0,2,0,0,0,2886,3,23,1,0.02008
Netherlands,Netherlands,14,213,227,0.209006,21376.422683,0,9252,0,17,0.010933,0.159447
2019–2022 Chilean Protests,2019–2022 Chilean Protests,2,0,2,0,0,0,4112,3,23,1,0.02008
Radar,Radar,3,0,3,0,0,0,5346,6,25,0.833333,0.106226
Leisure Suit Larry In The Land Of The Lounge Lizards,Leisure Suit Larry In The Land Of The Lounge Lizards,2,0,2,0,0,0,7031,4,33,1,0.005142
Sonic Team,Sonic Team,4,0,4,0,0,0,2612,6,16,0.333333,0.037141
Simcity 2000,Simcity 2000,2,0,2,0,0,0,4194,6,18,0,0.011531
Overworld,Overworld,4,0,4,0,0,0,5108,6,26,0.583333,0.076687
Flat-Panel Display,Flat-Panel Display,2,0,2,0,0,0,6208,6,25,1,0.053365
Anutin Charnvirakul,Anutin Charnvirakul,2,0,2,0,0,0,4047,3,23,1,0.02008
Martindale-Hubbell,Martindale-Hubbell,2,0,2,0,0,0,9223,4,12,1,0.046085
Video Game Industry,Video Game Industry,12,0,12,0,0,0,100,4,4,0.310606,0.232892
Sports Fan,Sports Fan,2,0,2,0,0,0,6549,1,31,0.5,0.009747
Anime On Demand,Anime On Demand,3,0,3,0,0,0,9022,5,14,1,0.083323
Photography Game,Photography Game,8,0,8,0,0,0,5195,6,16,0.517857,0.128046
Vaccine Diplomacy,Vaccine Diplomacy,2,0,2,0,0,0,2762,3,23,1,0.02008
Yoshiki Okamoto,Yoshiki Okamoto,3,0,3,0,0,0,1098,6,27,0.5,0.05004
Pablo Picasso,Pablo Picasso,2,0,2,0,0,0,5390,0,31,0,0.011301
Internet Archive,Internet Archive,10,0,10,0,0,0,389,6,9,0.055556,0.078564
The Walt Disney Company,The Walt Disney Company,4,0,4,0,0,0,4362,2,10,0.25,0.06507
Mario (Franchise),Mario (Franchise),2,0,2,0,0,0,2700,6,0,0,0.010361
Interactive Movie,Interactive Movie,3,0,3,0,0,0,4129,6,18,0.333333,0.018691
Sars-Cov-2 Gamma Variant,Sars-Cov-2 Gamma Variant,2,0,2,0,0,0,2993,3,23,1,0.02008
Craveonline,Craveonline,2,0,2,0,0,0,5730,6,26,1,0.025876
God Game,God Game,7,0,7,0,0,0,5248,6,11,0.642857,0.125385
Covid-19 Vaccination In Iceland,Covid-19 Vaccination In Iceland,2,0,2,0,0,0,3463,3,23,1,0.02008
Bbc News,Bbc News,18,0,18,0,0,0,4038,2,5,0.163399,0.250824
Timeline Of The Covid-19 Pandemic In Australia (2020),Timeline Of The Covid-19 Pandemic In Australia (2020),2,0,2,0,0,0,2899,3,23,1,0.02008
Covid-19 Protection Framework,Covid-19 Protection Framework,2,0,2,0,0,0,4010,3,23,1,0.02008
Covid-19 Pandemic Cases In May 2021,Covid-19 Pandemic Cases In May 2021,2,0,2,0,0,0,3957,3,23,1,0.02008
Nightcore,Nightcore,3,0,3,0,0,0,6275,1,18,0.333333,0.014476
Master System,Master System,18,287,305,0.337271,36346.540743,0,9252,5,21,0.011242,0.260349
Conservation And Restoration Of Time-Based Media Art,Conservation And Restoration Of Time-Based Media Art,2,0,2,0,0,0,6760,8,8,1,0.009398
Arcana Heart,Arcana Heart,2,0,2,0,0,0,5695,5,27,1,0.010193
2008 In Esports,2008 In Esports,3,0,3,0,0,0,5722,5,27,1,0.014194
Hercules Graphics Card,Hercules Graphics Card,4,0,4,0,0,0,7055,4,33,0.416667,0.012806
Cision Inc.,Cision Inc.,2,0,2,0,0,0,5733,6,26,1,0.025876
Deco Cassette System,Deco Cassette System,2,0,2,0,0,0,6443,6,18,0,0.005167
Haunted House (Video Game),Haunted House (Video Game),2,0,2,0,0,0,5948,6,18,0,0.017685
Garran Surge Centre,Garran Surge Centre,2,0,2,0,0,0,3290,3,23,1,0.02008
Saban International Paris,Saban International Paris,2,0,2,0,0,0,4648,2,10,0.5,0.015153
Impact Of The Covid-19 Pandemic On Science And Technology,Impact Of The Covid-19 Pandemic On Science And Technology,2,0,2,0,0,0,3209,3,23,1,0.02008
Latif (Gamer),Latif (Gamer),2,0,2,0,0,0,5591,5,27,1,0.010193
Imperial College Covid-19 Response Team,Imperial College Covid-19 Response Team,2,0,2,0,0,0,3186,3,23,1,0.02008
Xavier Woods,Xavier Woods,2,0,2,0,0,0,5460,5,27,1,0.010193
Patent Troll,Patent Troll,5,0,5,0,0,0,894,1,31,0.55,0.062171
Police Quest: In Pursuit Of The Death Angel,Police Quest: In Pursuit Of The Death Angel,2,0,2,0,0,0,7011,4,33,1,0.005142
Staysafe.Ph,Staysafe.Ph,2,0,2,0,0,0,2933,3,23,1,0.02008
System 16,System 16,2,186,188,0.293383,2533.281742,0,9252,5,21,0.006201,0.018679
Phil Harrison,Phil Harrison,2,0,2,0,0,0,8984,5,14,1,0.065426
Virtua Fighter 4,Virtua Fighter 4,2,0,2,0,0,0,6004,5,21,0,0.011461
Covid-19 Pandemic In Georgia (U.S. State),Covid-19 Pandemic In Georgia (U.S. State),2,0,2,0,0,0,3847,3,23,1,0.02008
Hirokazu Yasuhara,Hirokazu Yasuhara,2,0,2,0,0,0,4338,5,27,0.5,0.011805
Conservation And Restoration Of Wooden Artifacts,Conservation And Restoration Of Wooden Artifacts,2,0,2,0,0,0,6756,8,8,1,0.009398
Games Convention,Games Convention,2,0,2,0,0,0,5250,6,12,0,0.048447
Intercity Express,Intercity Express,2,0,2,0,0,0,1514,0,17,0.5,0.020933
Oxford University,Oxford University,2,0,2,0,0,0,5365,6,25,1,0.053365
Software Testing,Software Testing,3,0,3,0,0,0,1331,6,28,0.5,0.068106
Nokia,Nokia,3,0,3,0,0,0,2623,6,16,0.333333,0.035418
Download!,Download!,2,0,2,0,0,0,6899,5,14,0,0.022457
First Generation Of Video Game Consoles,First Generation Of Video Game Consoles,12,0,12,0,0,0,5903,6,9,0.530303,0.284285
International Monetary Fund,International Monetary Fund,8,0,8,0,0,0,1513,0,17,0.464286,0.084385
Folk Process,Folk Process,3,0,3,0,0,0,6530,8,8,0.5,0.013484
Reverse Engineering,Reverse Engineering,14,0,14,0,0,0,4261,1,7,0.203297,0.177868
Composite Monitor,Composite Monitor,4,0,4,0,0,0,6259,7,33,0.166667,0.060156
History Of Video Games In East Asia,History Of Video Games In East Asia,3,0,3,0,0,0,5990,6,22,1,0.041387
Indiegala,Indiegala,2,0,2,0,0,0,6878,5,14,0,0.022457
Wonderbook,Wonderbook,4,0,4,0,0,0,1101,5,14,0.75,0.089051
Covid-19 Pandemic In Macau,Covid-19 Pandemic In Macau,2,0,2,0,0,0,3776,3,23,1,0.02008
Quest For Glory,Quest For Glory,2,0,2,0,0,0,7006,4,33,1,0.005142
Covid-19 Pandemic In Uganda,Covid-19 Pandemic In Uganda,2,0,2,0,0,0,3598,3,23,1,0.02008
Street Fighter Iv,Street Fighter Iv,3,0,3,0,0,0,5544,6,27,1,0.024621
Parappa The Rapper,Parappa The Rapper,3,0,3,0,0,0,2622,6,16,0.166667,0.039829
Harpercollins,Harpercollins,3,0,3,0,0,0,2640,6,16,0.333333,0.059199
Allan Alcorn,Allan Alcorn,5,0,5,0,0,0,6051,6,25,0.7,0.138688
History Of Western Role-Playing Video Games,History Of Western Role-Playing Video Games,4,0,4,0,0,0,5238,6,22,0.75,0.057592
Msn Games,Msn Games,2,0,2,0,0,0,6869,5,14,0,0.022457
Li Keqiang,Li Keqiang,2,0,2,0,0,0,3148,3,23,1,0.02008
Shader,Shader,3,0,3,0,0,0,2434,6,18,0,0.011394
Practical Boat Owner,Practical Boat Owner,2,0,2,0,0,0,2483,4,12,0,0.029016
Discman,Discman,3,0,3,0,0,0,9007,5,14,1,0.083323
Nato,Nato,5,0,5,0,0,0,1495,0,17,0.4,0.06263
2016 In Video Games,2016 In Video Games,6,0,6,0,0,0,6063,6,22,0.666667,0.10918
Ali Pilli,Ali Pilli,2,0,2,0,0,0,4057,3,23,1,0.02008
Field-Programmable Gate Array,Field-Programmable Gate Array,7,127,134,0.285784,10051.902954,0,9252,7,15,0.007807,0.062049
Major League Baseball,Major League Baseball,2,0,2,0,0,0,4731,1,10,0,0.017857
Sanders Associates,Sanders Associates,4,0,4,0,0,0,5334,6,25,0.666667,0.085828
1990 In Video Games,1990 In Video Games,5,0,5,0,0,0,6091,6,22,0.7,0.094753
Nxivm Corp. V. Ross Institute,Nxivm Corp. V. Ross Institute,2,0,2,0,0,0,4405,1,10,1,0.021521
Gach,Gach,2,0,2,0,0,0,3293,3,23,1,0.02008
Nintendo Account,Nintendo Account,2,0,2,0,0,0,4317,5,27,0.5,0.011805
The Black Cauldron (Video Game),The Black Cauldron (Video Game),2,0,2,0,0,0,6986,4,33,1,0.005142
The Last Guardian,The Last Guardian,2,0,2,0,0,0,1231,5,27,0.5,0.023625
Fan Fiction,Fan Fiction,4,0,4,0,0,0,1943,1,31,0.416667,0.016004
Rail Shooter,Rail Shooter,7,0,7,0,0,0,5184,6,11,0.642857,0.125385
International Organization For Standardization,International Organization For Standardization,4,0,4,0,0,0,309,8,2,0.25,0.118791
Electronic Hardware,Electronic Hardware,6,8,14,1,481.282037,0,6229,7,37,0.071429,0.078026
Namco System 357,Namco System 357,5,0,5,0,0,0,5566,5,14,0.45,0.091587
Economic Impact Of The Covid-19 Pandemic In The United States,Economic Impact Of The Covid-19 Pandemic In The United States,2,0,2,0,0,0,3329,3,23,1,0.02008
Covid-19 Pandemic In Gagauzia,Covid-19 Pandemic In Gagauzia,2,0,2,0,0,0,3848,3,23,1,0.02008
History Of Medicine,History Of Medicine,2,0,2,0,0,0,394,0,23,0,0.021201
Analog Computer,Analog Computer,5,0,5,0,0,0,6327,7,29,0.1,0.070134
Conservation And Restoration Of Stained Glass,Conservation And Restoration Of Stained Glass,2,0,2,0,0,0,6763,8,8,1,0.009398
Gun Fight,Gun Fight,3,0,3,0,0,0,6032,4,18,0.166667,0.030379
Anastylosis,Anastylosis,2,0,2,0,0,0,6839,8,8,1,0.009398
Wonder Boy (Video Game),Wonder Boy (Video Game),2,0,2,0,0,0,4216,5,21,0.5,0.024502
Donkey Kong Country,Donkey Kong Country,2,0,2,0,0,0,6459,6,18,0,0.028513
Vtech Creativision,Vtech Creativision,4,0,4,0,0,0,1277,5,25,1,0.132643
Sega,Sega,29,0,29,0,0,0,1175,4,24,0.219212,0.429885
Entertainment Software Rating Board,Entertainment Software Rating Board,4,0,4,0,0,0,2711,6,26,0.416667,0.067983
Chang Shan-Chwen,Chang Shan-Chwen,2,0,2,0,0,0,3397,3,23,1,0.02008
Programmer,Programmer,9,0,9,0,0,0,712,7,3,0.055556,0.072347
Disney Channel,Disney Channel,2,0,2,0,0,0,4777,2,10,0.5,0.015153
Time Warner Cable,Time Warner Cable,2,0,2,0,0,0,4724,2,10,0,0.006456
Maximum Pc,Maximum Pc,3,0,3,0,0,0,2508,4,12,0,0.040183
Timeline Of The Covid-19 Pandemic In The United Kingdom (January–June 2020),Timeline Of The Covid-19 Pandemic In The United Kingdom (January–June 2020),2,0,2,0,0,0,2798,3,23,1,0.02008
Copyright,Copyright,17,150,167,0.291054,25737.968227,0,9252,1,31,0.018329,0.273067
Sony Computer Entertainment,Sony Computer Entertainment,6,0,6,0,0,0,1162,4,19,0.266667,0.114819
Super Mario Bros.: The Lost Levels,Super Mario Bros.: The Lost Levels,2,0,2,0,0,0,5853,6,18,0.5,0.030779
Edge (Magazine),Edge (Magazine),17,0,17,0,0,0,2540,4,9,0.194853,0.265758
Covid-19 Pandemic In Serbia,Covid-19 Pandemic In Serbia,2,0,2,0,0,0,3656,3,23,1,0.02008
India,India,12,0,12,0,0,0,1515,0,17,0.242424,0.147764
Gametap,Gametap,3,0,3,0,0,0,6409,5,14,0,0.044422
"A&M Records, Inc. V. Napster, Inc.","A&M Records, Inc. V. Napster, Inc.",2,0,2,0,0,0,4479,1,10,1,0.021521
Mobile Computing,Mobile Computing,6,0,6,0,0,0,1338,6,28,0.433333,0.150961
1981 In Video Games,1981 In Video Games,5,0,5,0,0,0,6101,6,22,0.7,0.094753
Frogger,Frogger,8,0,8,0,0,0,2646,7,16,0.035714,0.051711
Fuudo,Fuudo,2,0,2,0,0,0,5620,5,27,1,0.010193
Düsseldorf,Düsseldorf,2,0,2,0,0,0,1546,0,17,0.5,0.020933
Easy Allies,Easy Allies,4,0,4,0,0,0,2541,4,12,0.75,0.09213
Covid-19 Pandemic In Togo,Covid-19 Pandemic In Togo,2,0,2,0,0,0,3611,3,23,1,0.02008
Yamaha Corporation,Yamaha Corporation,2,0,2,0,0,0,4214,1,18,0,0.028403
Microsoft Store,Microsoft Store,2,0,2,0,0,0,6865,5,14,0,0.022457
Covid-19 Vaccination In New Zealand,Covid-19 Vaccination In New Zealand,2,0,2,0,0,0,3451,3,23,1,0.02008
Creative Commons License,Creative Commons License,5,0,5,0,0,0,4359,7,31,0.55,0.061773
Caanoo,Caanoo,3,0,3,0,0,0,5927,6,18,1,0.087565
Art Museum,Art Museum,3,0,3,0,0,0,4192,0,26,0,0.019644
Covid-19 Pandemic In Central Visayas,Covid-19 Pandemic In Central Visayas,2,0,2,0,0,0,3891,3,23,1,0.02008
Game & Watch,Game & Watch,6,0,6,0,0,0,5896,6,24,0.5,0.107499
Hollywood And The Video Game Industry,Hollywood And The Video Game Industry,2,0,2,0,0,0,5781,6,25,1,0.053365
Covid-19 Pandemic In North Carolina,Covid-19 Pandemic In North Carolina,2,0,2,0,0,0,3715,3,23,1,0.02008
Street Game,Street Game,2,0,2,0,0,0,5081,6,25,1,0.053365
Covid-19 Pandemic In Tibet,Covid-19 Pandemic In Tibet,2,0,2,0,0,0,3612,3,23,1,0.02008
Graphics Tablet,Graphics Tablet,6,0,6,0,0,0,396,0,29,0.4,0.032268
Tomytronic 3D,Tomytronic 3D,2,0,2,0,0,0,5849,6,18,1,0.019951
Covid-19 Pandemic In Sabah,Covid-19 Pandemic In Sabah,2,0,2,0,0,0,3671,3,23,1,0.02008
Sci-Hub,Sci-Hub,7,0,7,0,0,0,266,1,31,0.52381,0.131368
Sotiris Tsiodras,Sotiris Tsiodras,2,0,2,0,0,0,2948,3,23,1,0.02008
Covid-19 Pandemic In New Zealand,Covid-19 Pandemic In New Zealand,2,0,2,0,0,0,3724,3,23,1,0.02008
Capcom,Capcom,12,0,12,0,0,0,2657,4,24,0.174242,0.094319
Yōichi Kotabe,Yōichi Kotabe,2,0,2,0,0,0,4269,5,27,0.5,0.011805
Estates Gazette,Estates Gazette,2,0,2,0,0,0,9236,4,12,1,0.046085
University Of Washington,University Of Washington,2,0,2,0,0,0,359,6,2,0,0.007298
Geographic Coordinate System,Geographic Coordinate System,20,0,20,0,0,0,398,0,4,0.089474,0.139895
Covid-19 Pandemic Cases In June 2020,Covid-19 Pandemic Cases In June 2020,2,0,2,0,0,0,3962,3,23,1,0.02008
2013 In Video Games,2013 In Video Games,5,0,5,0,0,0,6066,6,22,0.7,0.094753
Planescape: Torment,Planescape: Torment,2,0,2,0,0,0,5193,6,18,0.5,0.018835
1993 In Video Games,1993 In Video Games,6,0,6,0,0,0,6086,6,22,0.666667,0.10918
Microsoft Windows,Microsoft Windows,29,0,29,0,0,0,1339,7,38,0.045567,0.27
Nickname,Nickname,2,0,2,0,0,0,1860,7,17,0,0.018497
Entertainment Weekly,Entertainment Weekly,7,0,7,0,0,0,1944,2,5,0.142857,0.10348
Ign,Ign,38,0,38,0,0,0,175,4,34,0.108108,0.455444
Covid-19 Pandemic On Uss Theodore Roosevelt,Covid-19 Pandemic On Uss Theodore Roosevelt,2,0,2,0,0,0,3512,3,23,1,0.02008
The Elder Scrolls Iii: Morrowind,The Elder Scrolls Iii: Morrowind,2,0,2,0,0,0,2412,4,31,1,0.020812
Covid-19 Vaccination In Vietnam,Covid-19 Vaccination In Vietnam,2,0,2,0,0,0,3430,3,23,1,0.02008
Conservation And Restoration Of Rail Vehicles,Conservation And Restoration Of Rail Vehicles,2,0,2,0,0,0,6767,8,8,1,0.009398
Covid-19 Pandemic In Mexico,Covid-19 Pandemic In Mexico,2,0,2,0,0,0,3755,3,23,1,0.02008
Giant Bomb,Giant Bomb,7,0,7,0,0,0,179,4,12,0.404762,0.160093
Shuhei Yoshida,Shuhei Yoshida,2,0,2,0,0,0,1170,5,27,0.5,0.036874
Indecs Content Model,Indecs Content Model,2,0,2,0,0,0,310,8,2,0.5,0.110911
Hmz-T1,Hmz-T1,3,0,3,0,0,0,9000,5,14,1,0.083323
Impact Of The Covid-19 Pandemic On The Performing Arts,Impact Of The Covid-19 Pandemic On The Performing Arts,2,0,2,0,0,0,3191,3,23,1,0.02008
Ugo Networks,Ugo Networks,2,0,2,0,0,0,6333,4,24,0,0.018261
System On A Chip,System On A Chip,17,0,17,0,0,0,592,7,7,0.136029,0.200465
Intellectual Property Protection By Nintendo,Intellectual Property Protection By Nintendo,2,0,2,0,0,0,4334,5,27,0.5,0.011805
Video Games In The Netherlands,Video Games In The Netherlands,5,0,5,0,0,0,4985,6,22,0.7,0.094753
Nhs Louisa Jordan,Nhs Louisa Jordan,2,0,2,0,0,0,3111,3,23,1,0.02008
Space Flight Simulation Game,Space Flight Simulation Game,7,0,7,0,0,0,5149,6,11,0.642857,0.125385
Sony,Sony,13,0,13,0,0,0,139,1,7,0.224359,0.233931
Dark Souls,Dark Souls,2,0,2,0,0,0,5297,6,34,0,0.01843
Amstrad Action,Amstrad Action,2,0,2,0,0,0,2568,4,12,0,0.029016
Crazy Taxi (Video Game),Crazy Taxi (Video Game),2,0,2,0,0,0,6460,6,18,0,0.011438
Wdq (Identifier),Wdq (Identifier),4,0,4,0,0,0,257,6,19,0.416667,0.152083
High-Definition Video,High-Definition Video,4,0,4,0,0,0,5512,5,20,0.5,0.072415
Amazon Kindle,Amazon Kindle,3,0,3,0,0,0,5973,6,14,0.166667,0.029352
Usb,Usb,12,0,12,0,0,0,1113,4,19,0.19697,0.173076
Lutheran,Lutheran,2,0,2,0,0,0,1505,0,17,0.5,0.020933
Plandemic,Plandemic,2,0,2,0,0,0,3056,3,23,1,0.02008
Łukasz Szumowski,Łukasz Szumowski,2,0,2,0,0,0,2716,3,23,1,0.02008
Compiler,Compiler,10,0,10,0,0,0,1325,7,37,0.166667,0.101258
Covax-19,Covax-19,2,0,2,0,0,0,4018,3,23,1,0.02008
Nintendo Entertainment System,Nintendo Entertainment System,38,0,38,0,0,0,615,5,20,0.105974,0.426604
8 Bit Weapon,8 Bit Weapon,3,0,3,0,0,0,6308,6,18,0,0.018
Bejeweled (Video Game),Bejeweled (Video Game),2,0,2,0,0,0,2662,6,16,0,0.011879
Disaster Preparedness (Cultural Property),Disaster Preparedness (Cultural Property),2,0,2,0,0,0,6731,8,8,1,0.009398
Impact Of The Covid-19 Pandemic On Domestic Violence,Impact Of The Covid-19 Pandemic On Domestic Violence,2,0,2,0,0,0,3237,3,23,1,0.02008
Covid-19 Pandemic In Himachal Pradesh,Covid-19 Pandemic In Himachal Pradesh,2,0,2,0,0,0,3825,3,23,1,0.02008
Covid-19 Pandemic In Indonesia,Covid-19 Pandemic In Indonesia,2,0,2,0,0,0,3815,3,23,1,0.02008
Graphics Card,Graphics Card,9,0,9,0,0,0,2232,7,38,0.194444,0.1149
Nintendo 2Ds,Nintendo 2Ds,4,0,4,0,0,0,5828,6,18,0.75,0.107177
Mass Market,Mass Market,2,0,2,0,0,0,5747,6,25,1,0.053365
Pokémon Competitive Play,Pokémon Competitive Play,3,0,3,0,0,0,4933,5,27,1,0.014194
Covid-19 Pandemic In Jamaica,Covid-19 Pandemic In Jamaica,2,0,2,0,0,0,3808,3,23,1,0.02008
Wii U Pro Controller,Wii U Pro Controller,2,0,2,0,0,0,5840,6,18,0.5,0.030779
Logic Gate,Logic Gate,8,0,8,0,0,0,1267,7,15,0.089286,0.085343
Mortal Kombat Ii,Mortal Kombat Ii,3,0,3,0,0,0,5418,4,26,0.666667,0.040893
Hearst Tower (Manhattan),Hearst Tower (Manhattan),2,0,2,0,0,0,4736,0,10,0,0.011446
"Malmi, Helsinki","Malmi, Helsinki",2,0,2,0,0,0,5750,6,25,1,0.053365
Responses To The Covid-19 Pandemic In June 2022,Responses To The Covid-19 Pandemic In June 2022,2,0,2,0,0,0,3017,3,23,1,0.02008
"Covid-19 Pandemic In Saint Helena, Ascension And Tristan Da Cunha","Covid-19 Pandemic In Saint Helena, Ascension And Tristan Da Cunha",2,0,2,0,0,0,3669,3,23,1,0.02008
Ukraine,Ukraine,6,0,6,0,0,0,227,0,17,0.433333,0.061616
Mobile Phone,Mobile Phone,15,0,15,0,0,0,421,4,24,0.138095,0.254971
